Id	Label	NodeType	Community_Lvl_0	Community_Lvl_1	Community_Lvl_2	Infered_Community_Name_Lvl_0	Infered_Community_Name_Lvl_1	Infered_Community_Name_Lvl_2
Shop Assistant (Intern)__s	Shop Assistant (Intern)	2.0	1	1.1	1.1.2	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Senior account manager__s	Senior account manager	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
ortho__s	ortho	2.0	3	3.3	3.3.4	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Corporate Business Process Manager__s	Corporate Business Process Manager	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Optician__s	Optician	2.0	3	3.3	3.3.4	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Senior Key Account Executive__s	Senior Key Account Executive	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Distribution Office Manager__s	Distribution Office Manager	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
International Relations Officer__s	International Relations Officer	2.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
Security Consultant__s	Security Consultant	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Production Stage Manager__s	Production Stage Manager	2.0	3	3.3	3.3.4	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Fixed Income Structuring Assistant__s	Fixed Income Structuring Assistant	2.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
Ski Buddy__s	Ski Buddy	2.0	0	0.0	0.0.1	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Assistant to the Director__s	Assistant to the Director	2.0	4	4.4	4.4.7	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
Health and Beauty__s	Health and Beauty	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Engineer Projects Manager in Chemistry__s	Engineer Projects Manager in Chemistry	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Head of Pastoral Care__s	Head of Pastoral Care	2.0	4	4.4	4.4.7	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
Executive Team Trainer__s	Executive Team Trainer	2.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
Senior Coating Adviser__s	Senior Coating Adviser	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Accounts Payable Assistant Accountant__s	Accounts Payable Assistant Accountant	2.0	1	1.1	1.1.2	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
HR Intern__s	HR Intern	2.0	3	3.3	3.3.4	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
TOULOUSE SPACE SHOW 2016__s	TOULOUSE SPACE SHOW 2016	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Software Enginer__s	Software Enginer	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
IT Infrastructure Manager__s	IT Infrastructure Manager	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Metallurgist__s	Metallurgist	2.0	2	2.2	2.2.3	21___Science and engineering professionals	21___Science and engineering professionals	311___Physical and engineering science technicians
Software Validtion Leader__s	Software Validtion Leader	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Commercial France__s	Commercial France	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Manager R&D__s	Manager R&D	2.0	6	6.6	6.6.15	33___Business and administration associate professionals	33___Business and administration associate professionals	33___Business and administration associate professionals
Photographe__s	Photographe	2.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
Financial System Intern__s	Financial System Intern	2.0	3	3.3	3.3.4	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Wireline Field Engineer__s	Wireline Field Engineer	2.0	2	2.2	2.2.13	21___Science and engineering professionals	21___Science and engineering professionals	31___Science and engineering associate professionals
operaciones__s	operaciones	2.0	1	1.1	1.1.2	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
